/bin/bash: /scratch_net/biwidl309/jamliu/conda_envs/updated-sfdg/lib/libtinfo.so.6: no version information available (required by /bin/bash)
170016-20240624
Namespace(dataset='ISIC', foundation_model='CLIP', vision_variant='ViT-B/32', lr=0.005, n_support=5, n_query=16, n_way=5, n_pseudo=75, n_episode=1000, finetune_epoch=50)
self.transform:  Compose(
    Resize(size=224, interpolation=bicubic, max_size=None, antialias=warn)
    CenterCrop(size=(224, 224))
    <function _convert_image_to_rgb at 0x7f7d98e06200>
    ToTensor()
    Normalize(mean=(0.48145466, 0.4578275, 0.40821073), std=(0.26862954, 0.26130258, 0.27577711))
)
transform:  Compose(
    Resize(size=224, interpolation=bicubic, max_size=None, antialias=warn)
    CenterCrop(size=(224, 224))
    <function _convert_image_to_rgb at 0x7f7d98e06200>
    ToTensor()
    Normalize(mean=(0.48145466, 0.4578275, 0.40821073), std=(0.26862954, 0.26130258, 0.27577711))
)
1113
6705
514
327
1099
115
142
Time to init Dataloader: 122.75019335746765
Batch (1/1000) support accuracy: 0.9399999976158142
Batch (1/1000) support accuracy: 0.9300000071525574
Batch (1/1000) support accuracy: 0.9300000071525574
Batch (1/1000) support accuracy: 0.9799999594688416
Batch (1/1000) support accuracy: 0.9799999594688416
Batch (1/1000) support accuracy: 0.9699999690055847
Batch (1/1000) support accuracy: 0.9799999594688416
Batch (1/1000) support accuracy: 0.9799999594688416
Batch (1/1000) support accuracy: 0.9399999976158142
Batch (1/1000) support accuracy: 0.9799999594688416
Batch (1/1000) support accuracy: 0.9699999690055847
Batch (1/1000) support accuracy: 0.9599999785423279
Batch (1/1000) support accuracy: 0.9799999594688416
Batch (1/1000) support accuracy: 0.9799999594688416
Batch (1/1000) support accuracy: 0.9799999594688416
Batch (1/1000) support accuracy: 0.9899999499320984
Batch (1/1000) support accuracy: 0.9899999499320984
Batch (1/1000) support accuracy: 0.9799999594688416
Batch (1/1000) support accuracy: 0.9799999594688416
Batch (1/1000) support accuracy: 0.9699999690055847
Batch (1/1000) support accuracy: 0.9599999785423279
Batch (1/1000) support accuracy: 0.9799999594688416
Batch (1/1000) support accuracy: 0.9799999594688416
Batch (1/1000) support accuracy: 0.9599999785423279
Batch (1/1000) support accuracy: 0.9799999594688416
Batch (1/1000) support accuracy: 0.9599999785423279
Batch (1/1000) support accuracy: 0.949999988079071
Batch (1/1000) support accuracy: 0.9899999499320984
Batch (1/1000) support accuracy: 0.9699999690055847
Batch (1/1000) support accuracy: 0.9799999594688416
Batch (1/1000) support accuracy: 0.9799999594688416
Batch (1/1000) support accuracy: 1.0
Batch (1/1000) support accuracy: 0.9899999499320984
Batch (1/1000) support accuracy: 1.0
Batch (1/1000) support accuracy: 0.9599999785423279
Batch (1/1000) support accuracy: 0.9699999690055847
Batch (1/1000) support accuracy: 0.9899999499320984
Batch (1/1000) support accuracy: 1.0
Batch (1/1000) support accuracy: 1.0
Batch (1/1000) average query accuracy: 0.4375
Class 3 accuracy: 0.4375
Class 4 accuracy: 0.3125
Class 1 accuracy: 0.375
Class 2 accuracy: 0.5
Class 6 accuracy: 0.5625
Batch (2/1000) support accuracy: 0.1599999964237213
Batch (2/1000) support accuracy: 0.4699999988079071
Batch (2/1000) support accuracy: 0.6100000143051147
Batch (2/1000) support accuracy: 0.7999999523162842
Batch (2/1000) support accuracy: 0.85999995470047
Batch (2/1000) support accuracy: 0.8799999952316284
Batch (2/1000) support accuracy: 0.9199999570846558
Batch (2/1000) support accuracy: 0.8899999856948853
Batch (2/1000) support accuracy: 0.9399999976158142
Batch (2/1000) support accuracy: 0.9399999976158142
Batch (2/1000) support accuracy: 0.9199999570846558
Batch (2/1000) support accuracy: 0.9399999976158142
Batch (2/1000) support accuracy: 0.9300000071525574
Batch (2/1000) support accuracy: 0.9300000071525574
Batch (2/1000) support accuracy: 0.9599999785423279
Batch (2/1000) support accuracy: 0.9300000071525574
Batch (2/1000) support accuracy: 0.949999988079071
Batch (2/1000) support accuracy: 0.9599999785423279
Batch (2/1000) support accuracy: 0.9899999499320984
Batch (2/1000) support accuracy: 0.9699999690055847
Batch (2/1000) support accuracy: 0.949999988079071
Batch (2/1000) support accuracy: 0.9799999594688416
Batch (2/1000) support accuracy: 0.9799999594688416
Batch (2/1000) support accuracy: 0.9699999690055847
Batch (2/1000) support accuracy: 0.949999988079071
Batch (2/1000) support accuracy: 0.9899999499320984
Batch (2/1000) support accuracy: 0.9899999499320984
Batch (2/1000) support accuracy: 0.9799999594688416
Batch (2/1000) support accuracy: 0.9699999690055847
Batch (2/1000) support accuracy: 0.9699999690055847
Batch (2/1000) support accuracy: 0.9599999785423279
Batch (2/1000) support accuracy: 0.9799999594688416
Batch (2/1000) support accuracy: 0.9899999499320984
Batch (2/1000) support accuracy: 0.9899999499320984
Batch (2/1000) support accuracy: 0.9899999499320984
Batch (2/1000) support accuracy: 1.0
Batch (2/1000) support accuracy: 0.9799999594688416
Batch (2/1000) support accuracy: 0.9899999499320984
Batch (2/1000) support accuracy: 1.0
Batch (2/1000) support accuracy: 0.9899999499320984
Batch (2/1000) support accuracy: 1.0
Batch (2/1000) support accuracy: 0.949999988079071
Batch (2/1000) support accuracy: 0.9899999499320984
Batch (2/1000) support accuracy: 0.9899999499320984
Batch (2/1000) support accuracy: 0.9799999594688416
Batch (2/1000) support accuracy: 0.9699999690055847
Batch (2/1000) support accuracy: 0.9899999499320984
Batch (2/1000) support accuracy: 1.0
Batch (2/1000) support accuracy: 0.9899999499320984
Batch (2/1000) support accuracy: 0.9799999594688416
Batch (2/1000) average query accuracy: 0.48750001192092896
Class 0 accuracy: 0.5
Class 5 accuracy: 0.4375
Class 1 accuracy: 0.25
Class 3 accuracy: 0.625
Class 6 accuracy: 0.625
Batch (3/1000) support accuracy: 0.12999999523162842
Batch (3/1000) support accuracy: 0.47999998927116394
Batch (3/1000) support accuracy: 0.6699999570846558
Batch (3/1000) support accuracy: 0.8199999928474426
Batch (3/1000) support accuracy: 0.8100000023841858
Batch (3/1000) support accuracy: 0.8299999833106995
Batch (3/1000) support accuracy: 0.9199999570846558
Batch (3/1000) support accuracy: 0.8999999761581421
Batch (3/1000) support accuracy: 0.9199999570846558
Batch (3/1000) support accuracy: 0.9099999666213989
Batch (3/1000) support accuracy: 0.9300000071525574
Batch (3/1000) support accuracy: 0.9399999976158142
Batch (3/1000) support accuracy: 0.9300000071525574
Batch (3/1000) support accuracy: 0.949999988079071
Batch (3/1000) support accuracy: 0.949999988079071
Batch (3/1000) support accuracy: 0.9399999976158142
Batch (3/1000) support accuracy: 0.9799999594688416
Batch (3/1000) support accuracy: 0.9699999690055847
Batch (3/1000) support accuracy: 0.9599999785423279
Batch (3/1000) support accuracy: 0.949999988079071
Batch (3/1000) support accuracy: 0.9699999690055847
Batch (3/1000) support accuracy: 0.9799999594688416
Batch (3/1000) support accuracy: 0.9699999690055847
Batch (3/1000) support accuracy: 0.9799999594688416
Batch (3/1000) support accuracy: 0.9699999690055847
Batch (3/1000) support accuracy: 0.9899999499320984
Batch (3/1000) support accuracy: 0.9699999690055847
Batch (3/1000) support accuracy: 0.9899999499320984
Batch (3/1000) support accuracy: 0.9699999690055847
Batch (3/1000) support accuracy: 0.9899999499320984
Batch (3/1000) support accuracy: 0.9799999594688416
Batch (3/1000) support accuracy: 0.9899999499320984
Batch (3/1000) support accuracy: 0.9799999594688416
Batch (3/1000) support accuracy: 0.9899999499320984
Batch (3/1000) support accuracy: 0.9899999499320984
Batch (3/1000) support accuracy: 1.0
Batch (3/1000) support accuracy: 0.9899999499320984
Batch (3/1000) support accuracy: 0.9899999499320984
Batch (3/1000) support accuracy: 0.9899999499320984
Batch (3/1000) support accuracy: 0.9799999594688416
Batch (3/1000) support accuracy: 1.0
Batch (3/1000) support accuracy: 0.9799999594688416
Batch (3/1000) support accuracy: 0.9899999499320984
Batch (3/1000) support accuracy: 1.0
Batch (3/1000) support accuracy: 0.9799999594688416
Batch (3/1000) support accuracy: 1.0
Batch (3/1000) support accuracy: 0.9799999594688416
Batch (3/1000) support accuracy: 0.9899999499320984
Batch (3/1000) support accuracy: 0.9899999499320984
Batch (3/1000) support accuracy: 0.9899999499320984
Batch (3/1000) average query accuracy: 0.38750001788139343
Class 5 accuracy: 0.4375
Class 2 accuracy: 0.3125
Class 3 accuracy: 0.25
Class 4 accuracy: 0.3125
Class 1 accuracy: 0.625
Batch (4/1000) support accuracy: 0.20999999344348907
Batch (4/1000) support accuracy: 0.6299999952316284
Batch (4/1000) support accuracy: 0.8199999928474426
Batch (4/1000) support accuracy: 0.8999999761581421
Batch (4/1000) support accuracy: 0.8700000047683716
Batch (4/1000) support accuracy: 0.8999999761581421
Batch (4/1000) support accuracy: 0.8899999856948853
Batch (4/1000) support accuracy: 0.9699999690055847
Batch (4/1000) support accuracy: 0.9599999785423279
Batch (4/1000) support accuracy: 0.949999988079071
Batch (4/1000) support accuracy: 0.9699999690055847
Batch (4/1000) support accuracy: 0.949999988079071
Batch (4/1000) support accuracy: 0.949999988079071
Batch (4/1000) support accuracy: 0.9599999785423279
Batch (4/1000) support accuracy: 0.9599999785423279
Batch (4/1000) support accuracy: 0.9899999499320984
Batch (4/1000) support accuracy: 0.9699999690055847
Batch (4/1000) support accuracy: 0.9799999594688416
Batch (4/1000) support accuracy: 0.9699999690055847
Batch (4/1000) support accuracy: 0.9899999499320984
Batch (4/1000) support accuracy: 0.9799999594688416
Batch (4/1000) support accuracy: 0.9799999594688416
Batch (4/1000) support accuracy: 0.9799999594688416
Batch (4/1000) support accuracy: 0.9899999499320984
Batch (4/1000) support accuracy: 0.9799999594688416
Batch (4/1000) support accuracy: 0.9699999690055847
Batch (4/1000) support accuracy: 0.9699999690055847
Batch (4/1000) support accuracy: 0.9899999499320984
Batch (4/1000) support accuracy: 0.9599999785423279
Batch (4/1000) support accuracy: 0.9899999499320984
Batch (4/1000) support accuracy: 0.9899999499320984
Batch (4/1000) support accuracy: 0.9899999499320984
Batch (4/1000) support accuracy: 0.9899999499320984
Batch (4/1000) support accuracy: 0.9799999594688416
Batch (4/1000) support accuracy: 0.9899999499320984
Batch (4/1000) support accuracy: 0.9699999690055847
Batch (4/1000) support accuracy: 1.0
Batch (4/1000) support accuracy: 0.9699999690055847
Batch (4/1000) support accuracy: 0.9799999594688416
Batch (4/1000) support accuracy: 0.9899999499320984
Batch (4/1000) support accuracy: 0.9899999499320984
Batch (4/1000) support accuracy: 1.0
Batch (4/1000) support accuracy: 0.9899999499320984
Batch (4/1000) support accuracy: 0.9699999690055847
Batch (4/1000) support accuracy: 1.0
Batch (4/1000) support accuracy: 1.0
Batch (4/1000) support accuracy: 0.9699999690055847
Batch (4/1000) support accuracy: 1.0
Batch (4/1000) support accuracy: 0.9899999499320984
Batch (4/1000) support accuracy: 0.9899999499320984
Batch (4/1000) average query accuracy: 0.5
Class 0 accuracy: 0.625
Class 2 accuracy: 0.5
Class 3 accuracy: 0.3125
Class 6 accuracy: 0.625
Class 5 accuracy: 0.4375
Batch (5/1000) support accuracy: 0.20999999344348907
Batch (5/1000) support accuracy: 0.5099999904632568
Batch (5/1000) support accuracy: 0.6899999976158142
Batch (5/1000) support accuracy: 0.8199999928474426
Batch (5/1000) support accuracy: 0.8700000047683716
Batch (5/1000) support accuracy: 0.8700000047683716
Batch (5/1000) support accuracy: 0.8799999952316284
Batch (5/1000) support accuracy: 0.8100000023841858
Batch (5/1000) support accuracy: 0.8700000047683716
Batch (5/1000) support accuracy: 0.9399999976158142
Batch (5/1000) support accuracy: 0.949999988079071
Batch (5/1000) support accuracy: 0.9399999976158142
Batch (5/1000) support accuracy: 0.9699999690055847
Batch (5/1000) support accuracy: 0.949999988079071
Batch (5/1000) support accuracy: 0.9699999690055847
Batch (5/1000) support accuracy: 0.8999999761581421
Batch (5/1000) support accuracy: 0.9399999976158142
Batch (5/1000) support accuracy: 0.949999988079071
Batch (5/1000) support accuracy: 0.949999988079071
Batch (5/1000) support accuracy: 0.9599999785423279
Batch (5/1000) support accuracy: 0.9799999594688416
Batch (5/1000) support accuracy: 0.9599999785423279
Batch (5/1000) support accuracy: 0.9699999690055847
Batch (5/1000) support accuracy: 0.9399999976158142
Batch (5/1000) support accuracy: 0.9599999785423279
Batch (5/1000) support accuracy: 0.9699999690055847
Batch (5/1000) support accuracy: 0.9799999594688416
Batch (5/1000) support accuracy: 0.9599999785423279
Batch (5/1000) support accuracy: 0.9699999690055847
Batch (5/1000) support accuracy: 0.9699999690055847
Batch (5/1000) support accuracy: 0.9699999690055847
Batch (5/1000) support accuracy: 0.9899999499320984
Batch (5/1000) support accuracy: 0.9699999690055847
Batch (5/1000) support accuracy: 1.0
Batch (5/1000) support accuracy: 0.9799999594688416
Batch (5/1000) support accuracy: 0.9799999594688416
Batch (5/1000) support accuracy: 0.9399999976158142
Batch (5/1000) support accuracy: 0.9699999690055847
Batch (5/1000) support accuracy: 0.9799999594688416
Batch (5/1000) support accuracy: 0.9699999690055847
Batch (5/1000) support accuracy: 0.9699999690055847
Batch (5/1000) support accuracy: 0.9799999594688416
Batch (5/1000) support accuracy: 0.9699999690055847
Batch (5/1000) support accuracy: 0.9899999499320984
Batch (5/1000) support accuracy: 1.0
Batch (5/1000) support accuracy: 0.9899999499320984
Batch (5/1000) support accuracy: 0.9599999785423279
Batch (5/1000) support accuracy: 0.9799999594688416
Batch (5/1000) support accuracy: 0.9699999690055847
Batch (5/1000) support accuracy: 1.0
Batch (5/1000) average query accuracy: 0.48750001192092896
Class 2 accuracy: 0.25
Class 6 accuracy: 0.625
Class 5 accuracy: 0.5625
Class 0 accuracy: 0.4375
Class 3 accuracy: 0.5625
Batch (6/1000) support accuracy: 0.1599999964237213
Batch (6/1000) support accuracy: 0.44999998807907104
Batch (6/1000) support accuracy: 0.6599999666213989
Batch (6/1000) support accuracy: 0.7400000095367432
Batch (6/1000) support accuracy: 0.7999999523162842
Batch (6/1000) support accuracy: 0.8700000047683716
Batch (6/1000) support accuracy: 0.8999999761581421
Batch (6/1000) support accuracy: 0.9099999666213989
Batch (6/1000) support accuracy: 0.949999988079071
Batch (6/1000) support accuracy: 0.9399999976158142
Batch (6/1000) support accuracy: 0.9599999785423279
Batch (6/1000) support accuracy: 0.9399999976158142
Batch (6/1000) support accuracy: 0.9699999690055847
Batch (6/1000) support accuracy: 0.949999988079071
Batch (6/1000) support accuracy: 0.9799999594688416
Batch (6/1000) support accuracy: 0.9699999690055847
Batch (6/1000) support accuracy: 0.9699999690055847
Batch (6/1000) support accuracy: 1.0
Batch (6/1000) support accuracy: 0.9599999785423279
Batch (6/1000) support accuracy: 0.9699999690055847
Batch (6/1000) support accuracy: 0.9799999594688416
Batch (6/1000) support accuracy: 0.9599999785423279
Batch (6/1000) support accuracy: 0.9699999690055847
Batch (6/1000) support accuracy: 0.949999988079071
Batch (6/1000) support accuracy: 0.9699999690055847
Batch (6/1000) support accuracy: 0.9699999690055847
Batch (6/1000) support accuracy: 0.9599999785423279
Batch (6/1000) support accuracy: 0.9599999785423279
Batch (6/1000) support accuracy: 0.9799999594688416
Batch (6/1000) support accuracy: 0.9599999785423279
Batch (6/1000) support accuracy: 0.9899999499320984
Batch (6/1000) support accuracy: 0.9899999499320984
Batch (6/1000) support accuracy: 0.9599999785423279
Batch (6/1000) support accuracy: 1.0
Batch (6/1000) support accuracy: 0.9699999690055847
Batch (6/1000) support accuracy: 0.9599999785423279
Batch (6/1000) support accuracy: 1.0
Batch (6/1000) support accuracy: 1.0
Batch (6/1000) support accuracy: 0.9899999499320984
Batch (6/1000) support accuracy: 0.9799999594688416
Batch (6/1000) support accuracy: 1.0
Batch (6/1000) support accuracy: 1.0
Batch (6/1000) support accuracy: 1.0
Batch (6/1000) support accuracy: 0.9899999499320984
Batch (6/1000) support accuracy: 0.9899999499320984
Batch (6/1000) support accuracy: 1.0
Batch (6/1000) support accuracy: 0.9699999690055847
Batch (6/1000) support accuracy: 1.0
Batch (6/1000) support accuracy: 1.0
Batch (6/1000) support accuracy: 0.9799999594688416
Batch (6/1000) average query accuracy: 0.48750001192092896
Class 3 accuracy: 0.5
Class 2 accuracy: 0.5625
Class 4 accuracy: 0.3125
Class 0 accuracy: 0.5
Class 5 accuracy: 0.5625
Batch (7/1000) support accuracy: 0.2199999988079071
Batch (7/1000) support accuracy: 0.6200000047683716
Batch (7/1000) support accuracy: 0.699999988079071
Batch (7/1000) support accuracy: 0.7899999618530273
Batch (7/1000) support accuracy: 0.85999995470047
Batch (7/1000) support accuracy: 0.85999995470047
Batch (7/1000) support accuracy: 0.8899999856948853
Batch (7/1000) support accuracy: 0.8899999856948853
Batch (7/1000) support accuracy: 0.9399999976158142
Batch (7/1000) support accuracy: 0.9300000071525574
Batch (7/1000) support accuracy: 0.949999988079071
Batch (7/1000) support accuracy: 0.9099999666213989
Batch (7/1000) support accuracy: 0.9399999976158142
Batch (7/1000) support accuracy: 0.9799999594688416
Batch (7/1000) support accuracy: 0.9399999976158142
Batch (7/1000) support accuracy: 0.949999988079071
Batch (7/1000) support accuracy: 0.9799999594688416
Batch (7/1000) support accuracy: 0.949999988079071
Batch (7/1000) support accuracy: 1.0
Batch (7/1000) support accuracy: 0.9699999690055847
Batch (7/1000) support accuracy: 0.9399999976158142
Batch (7/1000) support accuracy: 0.9899999499320984
Batch (7/1000) support accuracy: 0.9799999594688416
Batch (7/1000) support accuracy: 0.9599999785423279
Batch (7/1000) support accuracy: 0.9899999499320984
Batch (7/1000) support accuracy: 0.9599999785423279
Batch (7/1000) support accuracy: 1.0
Batch (7/1000) support accuracy: 0.9799999594688416
Batch (7/1000) support accuracy: 0.9599999785423279
Batch (7/1000) support accuracy: 0.9899999499320984
Batch (7/1000) support accuracy: 0.9799999594688416
Batch (7/1000) support accuracy: 0.9599999785423279
Batch (7/1000) support accuracy: 0.9799999594688416
Batch (7/1000) support accuracy: 1.0
Batch (7/1000) support accuracy: 0.9699999690055847
Batch (7/1000) support accuracy: 0.9799999594688416
Batch (7/1000) support accuracy: 1.0
Batch (7/1000) support accuracy: 1.0
Batch (7/1000) support accuracy: 0.9699999690055847
Batch (7/1000) support accuracy: 0.9799999594688416
Batch (7/1000) support accuracy: 0.9899999499320984
Batch (7/1000) support accuracy: 0.9799999594688416
Batch (7/1000) support accuracy: 0.9599999785423279
Batch (7/1000) support accuracy: 0.9899999499320984
Batch (7/1000) support accuracy: 0.9799999594688416
Batch (7/1000) support accuracy: 1.0
Batch (7/1000) support accuracy: 0.9799999594688416
Batch (7/1000) support accuracy: 0.9899999499320984
Batch (7/1000) support accuracy: 0.9799999594688416
Batch (7/1000) support accuracy: 0.9899999499320984
Batch (7/1000) average query accuracy: 0.5250000357627869
Class 4 accuracy: 0.5625
Class 2 accuracy: 0.375
Class 5 accuracy: 0.5625
Class 3 accuracy: 0.3125
Class 6 accuracy: 0.8125
Batch (8/1000) support accuracy: 0.3400000035762787
Batch (8/1000) support accuracy: 0.6100000143051147
Batch (8/1000) support accuracy: 0.7599999904632568
Batch (8/1000) support accuracy: 0.8399999737739563
Batch (8/1000) support accuracy: 0.9300000071525574
Batch (8/1000) support accuracy: 0.8999999761581421
Batch (8/1000) support accuracy: 0.9599999785423279
Batch (8/1000) support accuracy: 0.9199999570846558
Batch (8/1000) support accuracy: 0.949999988079071
Batch (8/1000) support accuracy: 0.9099999666213989
Batch (8/1000) support accuracy: 0.9599999785423279
Batch (8/1000) support accuracy: 0.9599999785423279
Batch (8/1000) support accuracy: 0.949999988079071
Batch (8/1000) support accuracy: 0.9699999690055847
Batch (8/1000) support accuracy: 0.9199999570846558
Batch (8/1000) support accuracy: 0.9599999785423279
Batch (8/1000) support accuracy: 0.949999988079071
Batch (8/1000) support accuracy: 0.9199999570846558
Batch (8/1000) support accuracy: 0.9599999785423279
Batch (8/1000) support accuracy: 0.9799999594688416
Batch (8/1000) support accuracy: 0.9399999976158142
Batch (8/1000) support accuracy: 0.949999988079071
Batch (8/1000) support accuracy: 0.9699999690055847
Batch (8/1000) support accuracy: 0.9799999594688416
Batch (8/1000) support accuracy: 0.9799999594688416
Batch (8/1000) support accuracy: 0.9399999976158142
Batch (8/1000) support accuracy: 0.9899999499320984
Batch (8/1000) support accuracy: 0.9699999690055847
Batch (8/1000) support accuracy: 0.9699999690055847
Batch (8/1000) support accuracy: 0.9699999690055847
Batch (8/1000) support accuracy: 0.9699999690055847
Batch (8/1000) support accuracy: 0.9699999690055847
Batch (8/1000) support accuracy: 0.9799999594688416
Batch (8/1000) support accuracy: 0.9899999499320984
Batch (8/1000) support accuracy: 0.9899999499320984
Batch (8/1000) support accuracy: 0.9899999499320984
Batch (8/1000) support accuracy: 0.9699999690055847
Batch (8/1000) support accuracy: 0.9799999594688416
Batch (8/1000) support accuracy: 0.9799999594688416
Batch (8/1000) support accuracy: 0.9899999499320984
Batch (8/1000) support accuracy: 0.9699999690055847
Batch (8/1000) support accuracy: 0.9799999594688416
Batch (8/1000) support accuracy: 0.9899999499320984
Batch (8/1000) support accuracy: 0.9899999499320984
Batch (8/1000) support accuracy: 0.9699999690055847
Batch (8/1000) support accuracy: 0.9899999499320984
Batch (8/1000) support accuracy: 0.9799999594688416
Batch (8/1000) support accuracy: 1.0
Batch (8/1000) support accuracy: 1.0
Batch (8/1000) support accuracy: 0.9799999594688416
Batch (8/1000) average query accuracy: 0.6000000238418579
Class 5 accuracy: 0.5
Class 1 accuracy: 0.6875
Class 2 accuracy: 0.5625
Class 3 accuracy: 0.4375
Class 6 accuracy: 0.8125
Batch (9/1000) support accuracy: 0.25
Batch (9/1000) support accuracy: 0.6299999952316284
Batch (9/1000) support accuracy: 0.7699999809265137
Batch (9/1000) support accuracy: 0.8499999642372131
Batch (9/1000) support accuracy: 0.8799999952316284
Batch (9/1000) support accuracy: 0.9099999666213989
Batch (9/1000) support accuracy: 0.8399999737739563
Batch (9/1000) support accuracy: 0.9300000071525574
Batch (9/1000) support accuracy: 0.9699999690055847
Batch (9/1000) support accuracy: 0.9199999570846558
Batch (9/1000) support accuracy: 0.9099999666213989
Batch (9/1000) support accuracy: 0.9399999976158142
Batch (9/1000) support accuracy: 0.949999988079071
Batch (9/1000) support accuracy: 0.9599999785423279
Batch (9/1000) support accuracy: 0.9199999570846558
Batch (9/1000) support accuracy: 0.9799999594688416
Batch (9/1000) support accuracy: 0.949999988079071
Batch (9/1000) support accuracy: 0.9699999690055847
Batch (9/1000) support accuracy: 0.9599999785423279
Batch (9/1000) support accuracy: 0.9799999594688416
Batch (9/1000) support accuracy: 0.9599999785423279
Batch (9/1000) support accuracy: 0.949999988079071
Batch (9/1000) support accuracy: 0.9899999499320984
Batch (9/1000) support accuracy: 0.9599999785423279
Batch (9/1000) support accuracy: 0.9699999690055847
Batch (9/1000) support accuracy: 0.9799999594688416
Batch (9/1000) support accuracy: 0.949999988079071
Batch (9/1000) support accuracy: 0.9899999499320984
Batch (9/1000) support accuracy: 0.9699999690055847
Batch (9/1000) support accuracy: 0.9699999690055847
Batch (9/1000) support accuracy: 0.9799999594688416
Batch (9/1000) support accuracy: 0.9799999594688416
Batch (9/1000) support accuracy: 0.9699999690055847
Batch (9/1000) support accuracy: 0.9899999499320984
Batch (9/1000) support accuracy: 0.9699999690055847
Batch (9/1000) support accuracy: 0.9399999976158142
Batch (9/1000) support accuracy: 0.9599999785423279
Batch (9/1000) support accuracy: 0.9899999499320984
Batch (9/1000) support accuracy: 0.9699999690055847
Batch (9/1000) support accuracy: 0.9799999594688416
Batch (9/1000) support accuracy: 0.9799999594688416
Batch (9/1000) support accuracy: 0.9599999785423279
